Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
LMN,1997-01-01,189.14,101.96,53.91,196.30,,,,,,,539.95
LMN,1997-01-02,237.19,148.85,62.75,232.10,,,,,,,539.24
LMN,1997-01-03,210.52,127.75,60.68,210.10,,,,,,,539.35
LMN,1997-01-04,183.25,116.58,63.62,181.00,,,,,,,539.11
LMN,1997-01-05,154.35,87.74,56.84,152.70,,,,,,,539.21
LMN,1997-01-06,108.86,48.52,44.57,107.40,,,,,,,539.21
LMN,1997-01-07,75.98,39.09,51.46,76.10,,,,,,,539.39
LMN,1997-01-08,80.80,43.69,54.07,82.80,,,,,,,539.11
LMN,1997-01-09,87.08,54.78,62.90,87.50,,,,,,,538.85
LMN,1997-01-10,93.83,51.88,55.30,93.70,,,,,,,539.07
LMN,1997-01-11,83.66,32.59,38.95,80.50,,,,,,,539.47
LMN,1997-01-12,86.01,24.33,28.29,88.10,,,,,,,539.60
LMN,1997-01-13,71.39,27.72,38.83,78.50,,,,,,,539.33
LMN,1997-01-14,74.88,23.02,30.74,69.50,,,,,,,538.59
LMN,1997-01-15,68.95,15.23,22.08,71.80,,,,,,,537.77
LMN,1997-01-16,70.94,7.53,10.61,70.70,,,,,,,538.36
LMN,1997-01-17,68.13,2.92,4.28,69.40,,,,,,,538.35
LMN,1997-01-18,67.83,16.28,24.00,65.80,,,,,,,537.83
LMN,1997-01-19,61.66,17.98,29.15,63.50,,,,,,,538.59
LMN,1997-01-20,70.28,13.43,19.10,71.00,,,,,,,538.64
LMN,1997-01-21,67.35,23.26,34.54,72.80,,,,,,,538.78
LMN,1997-01-22,60.94,6.18,10.13,62.40,,,,,,,539.15
LMN,1997-01-23,63.93,2.68,4.18,63.30,,,,,,,538.47
LMN,1997-01-24,69.53,4.58,6.59,71.10,,,,,,,538.91
LMN,1997-01-25,74.32,11.18,15.04,73.20,,,,,,,539.06
LMN,1997-01-26,75.39,16.40,21.76,76.70,,,,,,,538.93
LMN,1997-01-27,85.48,14.57,17.05,86.40,,,,,,,538.70
