Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Tailwater Elevation (ft)
IDSW,1997-01-01,174.30,80.63,46.26,177.60,,,746.70,739.00,98.97,,351.03
IDSW,1997-01-02,228.96,136.73,59.72,228.50,,,,,,,352.92
IDSW,1997-01-03,206.41,121.55,58.89,204.28,,,,,,,351.80
IDSW,1997-01-04,181.59,97.17,53.51,180.07,,,,,,,350.87
IDSW,1997-01-05,148.35,64.15,43.24,155.85,,,,,,,349.34
IDSW,1997-01-06,106.28,30.01,28.24,131.63,,,,,,,346.19
IDSW,1997-01-07,76.87,20.54,26.72,107.42,,,,,,,343.86
IDSW,1997-01-08,82.22,20.78,25.27,83.20,,,,,,,344.58
IDSW,1997-01-09,88.93,28.59,32.14,88.70,,,,,,,344.28
IDSW,1997-01-10,100.51,21.05,20.94,94.80,,,,,,,345.61
IDSW,1997-01-11,81.32,0.00,0.00,85.90,,,,,,,345.23
IDSW,1997-01-12,86.68,6.76,7.80,85.30,,,,,,,345.19
IDSW,1997-01-13,82.50,10.11,12.26,80.30,,,,,,,344.96
IDSW,1997-01-14,78.05,5.78,7.40,74.80,,,,,,,344.81
IDSW,1997-01-15,70.43,0.00,0.00,70.20,,,,,,,344.25
IDSW,1997-01-16,72.53,0.00,0.00,70.80,,,,,,,344.48
IDSW,1997-01-17,67.62,0.00,0.00,68.50,,,,,,,343.79
IDSW,1997-01-18,68.60,0.00,0.00,67.50,,,,,,,343.95
IDSW,1997-01-19,56.87,0.00,0.00,63.10,,,,,,,342.52
IDSW,1997-01-20,74.70,0.00,0.00,69.20,,,,,,,344.33
IDSW,1997-01-21,73.14,0.00,0.00,74.10,,,,,,,344.13
IDSW,1997-01-22,56.71,0.00,0.00,60.90,,,,,,,342.41
IDSW,1997-01-23,65.50,0.00,0.00,63.00,,,,,,,343.50
IDSW,1997-01-24,66.92,5.91,8.83,70.40,,,,,,,343.54
IDSW,1997-01-25,75.26,8.70,11.57,75.90,,,,,,,344.20
IDSW,1997-01-26,75.96,13.83,18.21,75.90,,,,,,,344.15
IDSW,1997-01-27,86.03,6.07,7.06,85.60,,,,,,,345.37
IDSW,1997-01-28,79.43,0.00,0.00,79.70,,,,,,,345.12
IDSW,1997-01-29,73.92,0.00,0.00,72.90,,,,,,,344.53
IDSW,1997-01-30,87.04,9.29,10.68,87.20,,,,,,,345.39
IDSW,1997-01-31,103.61,23.88,23.05,103.10,,,,,,,346.21
IDSW,1997-02-01,116.06,36.15,31.14,116.30,,,,,,,346.64
IDSW,1997-02-02,122.26,38.34,31.36,122.00,,,,,,,347.39
IDSW,1997-02-03,106.69,24.45,22.91,108.90,,,,,,,346.39
IDSW,1997-02-04,110.73,28.55,25.78,107.40,,,,,,,346.83
IDSW,1997-02-05,108.71,27.35,25.16,110.30,,,,,,,346.68
IDSW,1997-02-06,100.51,21.22,21.11,100.10,,,,,,,346.24
IDSW,1997-02-07,96.88,16.68,17.22,99.00,,,,,,,345.99
IDSW,1997-02-08,90.78,9.25,10.19,91.00,,3.40,759.99,865.07,113.83,,345.80
IDSW,1997-02-09,95.75,14.31,14.94,94.70,,3.31,759.86,866.54,114.04,,346.18
IDSW,1997-02-10,87.55,10.16,11.61,88.70,,3.33,759.64,855.06,112.56,,345.39
IDSW,1997-02-11,87.33,8.22,9.41,88.80,,3.24,754.07,843.12,111.82,,345.48
IDSW,1997-02-12,85.44,11.94,13.97,81.50,,3.23,753.76,859.26,113.99,,345.11
IDSW,1997-02-13,95.72,13.08,13.67,95.40,,3.25,761.29,905.63,118.96,,346.17
IDSW,1997-02-14,85.06,3.33,3.92,86.10,,3.40,759.65,816.89,107.53,,345.57
IDSW,1997-02-15,96.90,15.67,16.17,98.10,,3.62,760.48,897.73,118.06,,346.35
IDSW,1997-02-16,111.04,28.95,26.08,109.10,,3.68,750.70,992.40,132.20,,347.46
IDSW,1997-02-17,97.23,16.61,17.09,101.10,,3.84,751.58,920.61,122.49,,346.31
IDSW,1997-02-18,106.73,25.92,24.28,107.70,,4.10,756.29,956.59,126.47,,346.94
IDSW,1997-02-19,105.65,23.44,22.19,102.40,,4.39,752.48,879.42,116.87,,346.75
IDSW,1997-02-20,108.65,24.95,22.97,108.70,,4.68,761.20,881.82,115.85,,347.10
IDSW,1997-02-21,97.75,15.05,15.39,99.90,,4.82,762.74,842.90,110.51,,346.48
IDSW,1997-02-22,108.48,26.86,24.76,108.30,,4.90,764.86,876.55,114.60,,346.94
IDSW,1997-02-23,99.57,18.05,18.13,98.20,,4.96,767.36,930.38,121.25,,346.46
IDSW,1997-02-24,93.77,12.77,13.62,95.10,,5.00,768.26,905.91,117.90,,345.95
IDSW,1997-02-25,95.49,15.16,15.88,93.90,,5.07,757.58,904.60,119.42,,346.12
IDSW,1997-02-26,92.02,11.98,13.02,92.50,,5.17,747.58,895.87,119.84,,345.86
IDSW,1997-02-27,97.06,15.71,16.18,96.30,,5.22,744.81,907.92,121.89,,346.18
IDSW,1997-02-28,96.18,13.30,13.83,95.40,,6.13,751.03,901.66,120.05,,346.07
IDSW,1997-03-01,94.13,12.65,13.44,95.90,,5.10,746.25,880.95,118.08,,346.09
IDSW,1997-03-02,94.19,13.21,14.03,91.10,,5.06,747.40,879.65,117.71,,346.15
IDSW,1997-03-03,91.34,12.27,13.43,92.20,,5.02,753.04,863.94,114.75,,345.76
